"","river","STA","ti_tot_min","removal_g"
"1368","2-5",144950,255,33.15
"1369","2-5",145000,255,33.15
"1370","2-5",145050,240,31.2
"1371","2-5",145100,240,31.2
"1372","2-5",145150,240,31.2
"1373","2-5",145200,240,31.2
"1374","2-5",145250,240,31.2
"1375","2-5",145300,240,31.2
"1376","2-5",145350,240,31.2
"1377","2-5",145400,240,31.2
"1378","2-5",145450,240,31.2
"1379","2-5",145500,240,31.2
"1380","2-5",145550,240,31.2
"1381","2-5",145600,240,31.2
"1382","2-5",145650,240,31.2
"1383","2-5",145700,240,31.2
"1384","2-5",145750,240,31.2
"1385","2-5",145800,240,31.2
"1386","2-5",145850,240,31.2
"1387","2-5",145900,240,31.2
"1388","2-5",145950,240,31.2
"1389","2-5",146000,240,31.2
"1390","2-5",146050,240,31.2
"1391","2-5",146100,240,31.2
"1392","2-5",146150,240,31.2
"1393","2-5",146200,240,31.2
"1394","2-5",146250,240,31.2
"1395","2-5",146300,225,29.25
"1396","2-5",146350,225,29.25
"1397","2-5",146400,225,29.25
"1398","2-5",146450,225,29.25
"1399","2-5",146500,225,29.25
"1400","2-5",146550,225,29.25
"1401","2-5",146600,225,29.25
"1402","2-5",146650,225,29.25
"1403","2-5",146700,225,29.25
"1404","2-5",146750,225,29.25
"1405","2-5",146800,240,31.2
"1406","2-5",146850,225,29.25
"1407","2-5",146900,240,31.2
"1408","2-5",146950,240,31.2
"1409","2-5",147000,240,31.2
"1410","2-5",147050,240,31.2
"1411","2-5",147100,240,31.2
"1412","2-5",147150,240,31.2
"1413","2-5",147200,240,31.2
"1414","2-5",147250,240,31.2
"1415","2-5",147300,240,31.2
"1416","2-5",147350,240,31.2
"1417","2-5",147400,240,31.2
"1418","2-5",147450,240,31.2
"1419","2-5",147500,240,31.2
"1420","2-5",147550,225,29.25
"1421","2-5",147600,225,29.25
"1422","2-5",147650,225,29.25
"1423","2-5",147700,225,29.25
"1424","2-5",147750,225,29.25
"1425","2-5",147800,225,29.25
"1426","2-5",147850,225,29.25
"1427","2-5",147900,225,29.25
"1428","2-5",147950,225,29.25
"1429","2-5",148000,225,29.25
"1430","2-5",148050,225,29.25
"1431","2-5",148100,225,29.25
"1432","2-5",148150,225,29.25
"1433","2-5",148200,225,29.25
"1434","2-5",148250,225,29.25
"1435","2-5",148300,225,29.25
"1436","2-5",148350,225,29.25
"1437","2-5",148400,225,29.25
"1438","2-5",148450,225,29.25
"1439","2-5",148500,450,29.25
"1440","2-5",148550,195,25.35
"1441","2-5",148600,180,23.4
"1442","2-5",148650,180,23.4
"1443","2-5",148700,180,23.4
"1444","2-5",148750,180,23.4
"1445","2-5",148800,180,23.4
"1446","2-5",148850,180,23.4
"1447","2-5",148900,180,23.4
"1448","2-5",148950,180,23.4
"1449","2-5",149000,180,23.4
"1450","2-5",149050,180,23.4
"1451","2-5",149100,180,23.4
"1452","2-5",149150,180,23.4
"1453","2-5",149200,180,23.4
"1454","2-5",149250,180,23.4
"1455","2-5",149300,180,23.4
"1456","2-5",149350,180,23.4
"1457","2-5",149400,180,23.4
"1458","2-5",149450,195,25.35
"1459","2-5",149500,195,25.35
"1460","2-5",149550,195,25.35
"1461","2-5",149600,195,25.35
"1462","2-5",149650,195,25.35
"1463","2-5",149700,195,25.35
"1464","2-5",149750,195,25.35
"1465","2-5",149800,195,25.35
"1466","2-5",149850,180,23.4
"1467","2-5",149900,180,23.4
"1468","2-5",149950,180,23.4
"1469","2-5",150000,180,23.4
"1470","2-5",150050,180,23.4
"1471","2-5",150100,180,23.4
"1472","2-5",150150,180,23.4
"1473","2-5",150200,180,23.4
"1474","2-5",150250,180,23.4
"1475","2-5",150300,180,23.4
"1476","2-5",150350,180,23.4
"1477","2-5",150400,180,23.4
"1478","2-5",150450,180,23.4
"1479","2-5",150500,180,23.4
"1480","2-5",150550,180,23.4
"1481","2-5",150600,180,23.4
"1482","2-5",150650,180,23.4
"1483","2-5",150700,180,23.4
"1484","2-5",150750,180,23.4
"1485","2-5",150800,180,23.4
"1486","2-5",150850,180,23.4
"1487","2-5",150900,180,23.4
"1488","2-5",150950,180,23.4
"1489","2-5",151000,165,21.45
"1490","2-5",151050,165,21.45
"1491","2-5",151100,165,21.45
"1492","2-5",151150,165,21.45
"1493","2-5",151200,165,21.45
"1494","2-5",151250,165,21.45
"1495","2-5",151300,165,21.45
"1496","2-5",151350,165,21.45
"1497","2-5",151400,165,21.45
"1498","2-5",151450,165,21.45
"1499","2-5",151500,165,21.45
"1500","2-5",151550,165,21.45
"1501","2-5",151600,165,21.45
"1502","2-5",151650,165,21.45
"1503","2-5",151700,165,21.45
"1504","2-5",151750,165,21.45
"1505","2-5",151800,165,21.45
"1506","2-5",151850,165,21.45
"1507","2-5",151900,165,21.45
"1508","2-5",151950,165,21.45
"1509","2-5",152000,165,21.45
"1510","2-5",152050,165,21.45
"1511","2-5",152100,165,21.45
"1512","2-5",152150,165,21.45
"1513","2-5",152200,165,21.45
"1514","2-5",152250,150,19.5
"1515","2-5",152300,165,21.45
"1516","2-5",152350,165,21.45
"1517","2-5",152400,165,21.45
"1518","2-5",152450,165,21.45
"1519","2-5",152500,165,21.45
"1520","2-5",152550,165,21.45
"1521","2-5",152600,165,21.45
"1522","2-5",152650,165,21.45
"1523","2-5",152700,165,21.45
"1524","2-5",152750,165,21.45
"1525","2-5",152800,165,21.45
"1526","2-5",152850,165,21.45
"1527","2-5",152900,165,21.45
"1528","2-5",152950,165,21.45
"1529","2-5",153000,165,21.45
"1530","2-5",153050,165,21.45
"1531","2-5",153100,165,21.45
"1532","2-5",153150,165,21.45
"1533","2-5",153200,165,21.45
"1534","2-5",153250,165,21.45
"1535","2-5",153300,165,21.45
"1536","2-5",153350,150,19.5
"1537","2-5",153400,150,19.5
"1538","2-5",153450,150,19.5
"1539","2-5",153500,150,19.5
"1540","2-5",153550,150,19.5
"1541","2-5",153600,150,19.5
"1542","2-5",153650,150,19.5
"1543","2-5",153700,150,19.5
"1544","2-5",153750,150,19.5
"1545","2-5",153800,150,19.5
"1546","2-5",153850,150,19.5
"1547","2-5",153900,150,19.5
"1548","2-5",153950,150,19.5
"1549","2-5",154000,300,19.5
"1550","2-5",154050,135,17.55
"1551","2-5",154100,120,15.6
"1552","2-5",154150,120,15.6
"1553","2-5",154200,120,15.6
"1554","2-5",154250,120,15.6
"1555","2-5",154300,120,15.6
"1556","2-5",154350,105,13.65
"1557","2-5",154400,120,15.6
"1558","2-5",154450,120,15.6
"1559","2-5",154500,120,15.6
"1560","2-5",154550,120,15.6
"1561","2-5",154600,120,15.6
"1562","2-5",154650,120,15.6
"1563","2-5",154700,120,15.6
"1564","2-5",154750,120,15.6
"1565","2-5",154800,120,15.6
"1566","2-5",154850,120,15.6
"1567","2-5",154900,120,15.6
"1568","2-5",154950,120,15.6
"1569","2-5",155000,120,15.6
"1570","2-5",155050,120,15.6
"1571","2-5",155100,120,15.6
"1572","2-5",155150,120,15.6
"1573","2-5",155200,120,15.6
"1574","2-5",155250,120,15.6
"1575","2-5",155300,120,15.6
"1576","2-5",155350,120,15.6
"1577","2-5",155400,120,15.6
"1578","2-5",155450,120,15.6
"1579","2-5",155500,120,15.6
"1580","2-5",155550,105,13.65
"1581","2-5",155600,105,13.65
"1582","2-5",155650,105,13.65
"1583","2-5",155700,105,13.65
"1584","2-5",155750,105,13.65
"1585","2-5",155800,105,13.65
"1586","2-5",155850,105,13.65
"1587","2-5",155900,105,13.65
"1588","2-5",155950,105,13.65
"1589","2-5",156000,105,13.65
"1590","2-5",156050,105,13.65
"1591","2-5",156100,105,13.65
"1592","2-5",156150,105,13.65
"1593","2-5",156200,105,13.65
"1594","2-5",156250,105,13.65
"1595","2-5",156300,105,13.65
"1596","2-5",156350,105,13.65
"1597","2-5",156400,105,13.65
"1598","2-5",156450,105,13.65
"1599","2-5",156500,105,13.65
"1600","2-5",156550,105,13.65
"1601","2-5",156600,90,11.7
"1602","2-5",156650,105,13.65
"1603","2-5",156700,105,13.65
"1604","2-5",156750,105,13.65
"1605","2-5",156800,105,13.65
"1606","2-5",156850,105,13.65
"1607","2-5",156900,105,13.65
"1608","2-5",156950,105,13.65
"1609","2-5",157000,105,13.65
"1610","2-5",157050,105,13.65
"1611","2-5",157100,105,13.65
"1612","2-5",157150,105,13.65
"1613","2-5",157200,105,13.65
"1614","2-5",157250,105,13.65
"1615","2-5",157300,105,13.65
"1616","2-5",157350,105,13.65
"1617","2-5",157400,105,13.65
"1618","2-5",157450,105,13.65
"1619","2-5",157500,105,13.65
"1620","2-5",157550,105,13.65
"1621","2-5",157600,105,13.65
"1622","2-5",157650,90,11.7
"1623","2-5",157700,90,11.7
"1624","2-5",157750,90,11.7
"1625","2-5",157800,90,11.7
"1626","2-5",157850,90,11.7
"1627","2-5",157900,90,11.7
"1628","2-5",157950,90,11.7
"1629","2-5",158000,90,11.7
"1630","2-5",158050,90,11.7
"1631","2-5",158100,90,11.7
"1632","2-5",158150,90,11.7
"1633","2-5",158200,90,11.7
"1634","2-5",158250,90,11.7
"1635","2-5",158300,90,11.7
"1636","2-5",158350,90,11.7
"1637","2-5",158400,90,11.7
"1638","2-5",158450,90,11.7
"1639","2-5",158500,90,11.7
"1640","2-5",158550,75,9.75
"1641","2-5",158600,75,9.75
"1642","2-5",158650,75,9.75
"1643","2-5",158700,75,9.75
"1644","2-5",158750,75,9.75
"1645","2-5",158800,75,9.75
"1646","2-5",158850,90,11.7
"1647","2-5",158900,90,11.7
"1648","2-5",158950,90,11.7
"1649","2-5",159000,90,11.7
"1650","2-5",159050,90,11.7
"1651","2-5",159100,90,11.7
"1652","2-5",159150,90,11.7
"1653","2-5",159200,90,11.7
"1654","2-5",159250,90,11.7
"1655","2-5",159300,90,11.7
"1656","2-5",159350,90,11.7
"1657","2-5",159400,90,11.7
"1658","2-5",159450,75,9.75
"1659","2-5",159500,75,4.875
"1660","2-5",NA,0,0
"1661","2-6",122000,585,38.025
"1662","2-6",122050,540,70.2
"1663","2-6",122100,495,64.35
"1664","2-6",122150,450,58.5
"1665","2-6",122200,405,52.65
"1666","2-6",122250,345,44.85
"1667","2-6",122300,255,33.15
"1668","2-6",122350,255,33.15
"1669","2-6",122400,255,33.15
"1670","2-6",122450,255,33.15
"1671","2-6",122500,255,33.15
"1672","2-6",122550,255,33.15
"1673","2-6",122600,255,33.15
"1674","2-6",122650,240,31.2
"1675","2-6",122700,240,31.2
"1676","2-6",122750,240,31.2
"1677","2-6",122800,240,31.2
"1678","2-6",122850,240,31.2
"1679","2-6",122900,240,31.2
"1680","2-6",122950,255,33.15
"1681","2-6",123000,255,33.15
"1682","2-6",123050,255,33.15
"1683","2-6",123100,255,33.15
"1684","2-6",123150,255,33.15
"1685","2-6",123200,255,33.15
"1686","2-6",123250,255,33.15
"1687","2-6",123300,255,33.15
"1688","2-6",123350,255,33.15
"1689","2-6",123400,255,33.15
"1690","2-6",123450,255,33.15
"1691","2-6",123500,255,33.15
"1692","2-6",123550,255,33.15
"1693","2-6",123600,255,33.15
"1694","2-6",123650,255,33.15
"1695","2-6",123700,255,33.15
"1696","2-6",123750,255,33.15
"1697","2-6",123800,255,33.15
"1698","2-6",123850,255,33.15
"1699","2-6",123900,255,33.15
"1700","2-6",123950,255,33.15
"1701","2-6",124000,240,31.2
"1702","2-6",124050,240,31.2
"1703","2-6",124100,240,31.2
"1704","2-6",124150,240,31.2
"1705","2-6",124200,240,31.2
"1706","2-6",124250,240,31.2
"1707","2-6",124300,240,31.2
"1708","2-6",124350,240,31.2
"1709","2-6",124400,240,31.2
"1710","2-6",124450,240,31.2
"1711","2-6",124500,240,31.2
"1712","2-6",124550,240,31.2
"1713","2-6",124600,240,31.2
"1714","2-6",124650,240,31.2
"1715","2-6",124700,240,31.2
"1716","2-6",124750,240,31.2
"1717","2-6",124800,240,31.2
"1718","2-6",124850,240,31.2
"1719","2-6",124900,240,31.2
"1720","2-6",124950,240,31.2
"1721","2-6",125000,240,31.2
"1722","2-6",125050,240,31.2
"1723","2-6",125100,240,31.2
"1724","2-6",125150,240,31.2
"1725","2-6",125200,240,31.2
"1726","2-6",125250,240,31.2
"1727","2-6",125300,225,29.25
"1728","2-6",125350,225,29.25
"1729","2-6",125400,225,29.25
"1730","2-6",125450,225,29.25
"1731","2-6",125500,225,29.25
"1732","2-6",125550,225,29.25
"1733","2-6",125600,225,29.25
"1734","2-6",125650,225,29.25
"1735","2-6",125700,225,29.25
"1736","2-6",125750,225,29.25
"1737","2-6",125800,240,31.2
"1738","2-6",125850,225,29.25
"1739","2-6",125900,240,31.2
"1740","2-6",125950,240,31.2
"1741","2-6",126000,240,31.2
"1742","2-6",126050,240,31.2
"1743","2-6",126100,240,31.2
"1744","2-6",126150,240,31.2
"1745","2-6",126200,240,31.2
"1746","2-6",126250,240,31.2
"1747","2-6",126300,240,31.2
"1748","2-6",126350,240,31.2
"1749","2-6",126400,240,31.2
"1750","2-6",126450,240,31.2
"1751","2-6",126500,240,31.2
"1752","2-6",126550,225,29.25
"1753","2-6",126600,225,29.25
"1754","2-6",126650,225,29.25
"1755","2-6",126700,225,29.25
"1756","2-6",126750,225,29.25
"1757","2-6",126800,225,29.25
"1758","2-6",126850,225,29.25
"1759","2-6",126900,225,29.25
"1760","2-6",126950,225,29.25
"1761","2-6",127000,225,29.25
"1762","2-6",127050,225,29.25
"1763","2-6",127100,225,29.25
"1764","2-6",127150,225,29.25
"1765","2-6",127200,225,29.25
"1766","2-6",127250,225,29.25
"1767","2-6",127300,225,29.25
"1768","2-6",127350,225,29.25
"1769","2-6",127400,225,29.25
"1770","2-6",127450,225,29.25
"1771","2-6",127500,450,29.25
"1772","2-6",127550,195,25.35
"1773","2-6",127600,180,23.4
"1774","2-6",127650,180,23.4
"1775","2-6",127700,180,23.4
"1776","2-6",127750,180,23.4
"1777","2-6",127800,180,23.4
"1778","2-6",127850,180,23.4
"1779","2-6",127900,180,23.4
"1780","2-6",127950,180,23.4
"1781","2-6",128000,180,23.4
"1782","2-6",128050,180,23.4
"1783","2-6",128100,180,23.4
"1784","2-6",128150,180,23.4
"1785","2-6",128200,180,23.4
"1786","2-6",128250,180,23.4
"1787","2-6",128300,180,23.4
"1788","2-6",128350,180,23.4
"1789","2-6",128400,180,23.4
"1790","2-6",128450,195,25.35
"1791","2-6",128500,195,25.35
"1792","2-6",128550,195,25.35
"1793","2-6",128600,195,25.35
"1794","2-6",128650,195,25.35
"1795","2-6",128700,195,25.35
"1796","2-6",128750,195,25.35
"1797","2-6",128800,195,25.35
"1798","2-6",128850,180,23.4
"1799","2-6",128900,180,23.4
"1800","2-6",128950,180,23.4
"1801","2-6",129000,180,23.4
"1802","2-6",129050,180,23.4
"1803","2-6",129100,180,23.4
"1804","2-6",129150,180,23.4
"1805","2-6",129200,180,23.4
"1806","2-6",129250,180,23.4
"1807","2-6",129300,180,23.4
"1808","2-6",129350,180,23.4
"1809","2-6",129400,180,23.4
"1810","2-6",129450,180,23.4
"1811","2-6",129500,180,23.4
"1812","2-6",129550,180,23.4
"1813","2-6",129600,180,23.4
"1814","2-6",129650,180,23.4
"1815","2-6",129700,180,23.4
"1816","2-6",129750,180,23.4
"1817","2-6",129800,180,23.4
"1818","2-6",129850,180,23.4
"1819","2-6",129900,180,23.4
"1820","2-6",129950,180,23.4
"1821","2-6",130000,165,21.45
"1822","2-6",130050,165,21.45
"1823","2-6",130100,165,21.45
"1824","2-6",130150,165,21.45
"1825","2-6",130200,165,21.45
"1826","2-6",130250,165,21.45
"1827","2-6",130300,165,21.45
"1828","2-6",130350,165,21.45
"1829","2-6",130400,165,21.45
"1830","2-6",130450,165,21.45
"1831","2-6",130500,165,21.45
"1832","2-6",130550,165,21.45
"1833","2-6",130600,165,21.45
"1834","2-6",130650,165,21.45
"1835","2-6",130700,165,21.45
"1836","2-6",130750,165,21.45
"1837","2-6",130800,165,21.45
"1838","2-6",130850,165,21.45
"1839","2-6",130900,165,21.45
"1840","2-6",130950,165,21.45
"1841","2-6",131000,165,21.45
"1842","2-6",131050,165,21.45
"1843","2-6",131100,165,21.45
"1844","2-6",131150,165,21.45
"1845","2-6",131200,165,21.45
"1846","2-6",131250,150,19.5
"1847","2-6",131300,150,19.5
"1848","2-6",131350,150,19.5
"1849","2-6",131400,165,21.45
"1850","2-6",131450,165,21.45
"1851","2-6",131500,165,21.45
"1852","2-6",131550,165,21.45
"1853","2-6",131600,165,21.45
"1854","2-6",131650,165,21.45
"1855","2-6",131700,165,21.45
"1856","2-6",131750,165,21.45
"1857","2-6",131800,165,21.45
"1858","2-6",131850,165,21.45
"1859","2-6",131900,165,21.45
"1860","2-6",131950,165,21.45
"1861","2-6",132000,165,21.45
"1862","2-6",132050,165,21.45
"1863","2-6",132100,165,21.45
"1864","2-6",132150,165,21.45
"1865","2-6",132200,165,21.45
"1866","2-6",132250,165,21.45
"1867","2-6",132300,165,21.45
"1868","2-6",132350,150,19.5
"1869","2-6",132400,150,19.5
"1870","2-6",132450,150,19.5
"1871","2-6",132500,150,19.5
"1872","2-6",132550,150,19.5
"1873","2-6",132600,150,19.5
"1874","2-6",132650,150,19.5
"1875","2-6",132700,150,19.5
"1876","2-6",132750,150,19.5
"1877","2-6",132800,150,19.5
"1878","2-6",132850,150,19.5
"1879","2-6",132900,150,19.5
"1880","2-6",132950,150,19.5
"1881","2-6",133000,300,19.5
"1882","2-6",133050,135,17.55
"1883","2-6",133100,120,15.6
"1884","2-6",133150,120,15.6
"1885","2-6",133200,120,15.6
"1886","2-6",133250,120,15.6
"1887","2-6",133300,120,15.6
"1888","2-6",133350,105,13.65
"1889","2-6",133400,120,15.6
"1890","2-6",133450,120,15.6
"1891","2-6",133500,120,15.6
"1892","2-6",133550,120,15.6
"1893","2-6",133600,120,15.6
"1894","2-6",133650,120,15.6
"1895","2-6",133700,120,15.6
"1896","2-6",133750,120,15.6
"1897","2-6",133800,120,15.6
"1898","2-6",133850,120,15.6
"1899","2-6",133900,120,15.6
"1900","2-6",133950,120,15.6
"1901","2-6",134000,120,15.6
"1902","2-6",134050,120,15.6
"1903","2-6",134100,120,15.6
"1904","2-6",134150,120,15.6
"1905","2-6",134200,120,15.6
"1906","2-6",134250,120,15.6
"1907","2-6",134300,120,15.6
"1908","2-6",134350,120,15.6
"1909","2-6",134400,120,15.6
"1910","2-6",134450,120,15.6
"1911","2-6",134500,120,15.6
"1912","2-6",134550,105,13.65
"1913","2-6",134600,105,13.65
"1914","2-6",134650,105,13.65
"1915","2-6",134700,105,13.65
"1916","2-6",134750,105,13.65
"1917","2-6",134800,105,13.65
"1918","2-6",134850,105,13.65
"1919","2-6",134900,105,13.65
"1920","2-6",134950,105,13.65
"1921","2-6",135000,105,13.65
"1922","2-6",135050,105,13.65
"1923","2-6",135100,105,13.65
"1924","2-6",135150,105,13.65
"1925","2-6",135200,105,13.65
"1926","2-6",135250,105,13.65
"1927","2-6",135300,105,13.65
"1928","2-6",135350,105,13.65
"1929","2-6",135400,105,13.65
"1930","2-6",135450,105,13.65
"1931","2-6",135500,105,13.65
"1932","2-6",135550,105,13.65
"1933","2-6",135600,90,11.7
"1934","2-6",135650,105,13.65
"1935","2-6",135700,105,13.65
"1936","2-6",135750,105,13.65
"1937","2-6",135800,105,13.65
"1938","2-6",135850,105,13.65
"1939","2-6",135900,105,13.65
"1940","2-6",135950,105,13.65
"1941","2-6",136000,105,13.65
"1942","2-6",136050,105,13.65
"1943","2-6",136100,105,13.65
"1944","2-6",136150,105,13.65
"1945","2-6",136200,105,13.65
"1946","2-6",136250,105,13.65
"1947","2-6",136300,105,13.65
"1948","2-6",136350,105,13.65
"1949","2-6",136400,105,13.65
"1950","2-6",136450,105,13.65
"1951","2-6",136500,105,13.65
"1952","2-6",136550,105,13.65
"1953","2-6",136600,105,13.65
"1954","2-6",136650,90,11.7
"1955","2-6",136700,90,11.7
"1956","2-6",136750,90,11.7
"1957","2-6",136800,90,11.7
"1958","2-6",136850,90,11.7
"1959","2-6",136900,90,11.7
"1960","2-6",136950,90,11.7
"1961","2-6",137000,90,11.7
"1962","2-6",137050,90,11.7
"1963","2-6",137100,90,11.7
"1964","2-6",137150,90,11.7
"1965","2-6",137200,90,11.7
"1966","2-6",137250,90,11.7
"1967","2-6",137300,90,11.7
"1968","2-6",137350,90,11.7
"1969","2-6",137400,90,11.7
"1970","2-6",137450,90,11.7
"1971","2-6",137500,90,11.7
"1972","2-6",137550,75,9.75
"1973","2-6",137600,75,9.75
"1974","2-6",137650,75,9.75
"1975","2-6",137700,75,9.75
"1976","2-6",137750,75,9.75
"1977","2-6",137800,75,9.75
"1978","2-6",137850,90,11.7
"1979","2-6",137900,90,11.7
"1980","2-6",137950,90,11.7
"1981","2-6",138000,90,11.7
"1982","2-6",138050,90,11.7
"1983","2-6",138100,90,11.7
"1984","2-6",138150,90,11.7
"1985","2-6",138200,90,11.7
"1986","2-6",138250,90,11.7
"1987","2-6",138300,90,11.7
"1988","2-6",138350,90,11.7
"1989","2-6",138400,90,11.7
"1990","2-6",138450,75,9.75
"1991","2-6",138500,75,4.875
"1992","2-6",NA,0,0
"1993",NA,NA,0,0
