"","river","STA","ti_tot_min","removal_g"
"1297","1-19",163800,0,0
"1298","1-19",163850,0,0
"1299","1-19",163900,0,0
"1300","1-19",163950,0,0
"1301","1-19",164000,0,0
"1302","1-19",164050,0,0
"1303","1-19",164100,0,0
"1304","1-19",164150,0,0
"1305","1-19",164200,0,0
"1306","1-19",164250,0,0
"1307","1-19",164300,0,0
"1308","1-19",164350,0,0
"1309","1-19",164400,0,0
"1310","1-19",164450,0,0
"1311","1-19",164500,0,0
"1312","1-19",164550,0,0
"1313","1-19",164600,0,0
"1314","1-19",164650,0,0
"1315","1-19",164700,0,0
"1316","1-19",164750,0,0
"1317","1-19",164800,0,0
"1318","1-19",164850,0,0
"1319","1-19",164900,0,0
"1320","1-19",164950,0,0
"1321","1-19",165000,0,0
"1322","1-19",165050,0,0
"1323","1-19",165100,0,0
"1324","1-19",165150,0,0
"1325","1-19",165200,0,0
"1326","1-19",165250,0,0
"1327","1-19",165300,0,0
"1328","1-19",165350,0,0
"1329","1-19",165400,0,0
"1330","1-19",165450,0,0
"1331","1-19",165500,0,0
"1332","1-2",133000,195,12.675
"1333","1-2",133050,150,19.5
"1334","1-2",133100,30,3.9
"1335","1-2",133150,30,3.9
"1336","1-2",133200,15,1.95
"1337","1-2",133250,15,1.95
"1338","1-2",133300,15,1.95
"1339","1-2",133350,15,1.95
"1340","1-2",133400,15,1.95
"1341","1-2",133450,15,1.95
"1342","1-2",133500,15,0.975
"1343","1-2",133550,15,1.95
"1344","1-2",133600,15,1.95
"1345","1-2",133650,15,1.95
"1346","1-2",133700,15,1.95
"1347","1-2",133750,15,1.95
"1348","1-2",133800,15,1.95
"1349","1-2",133850,15,1.95
"1350","1-2",133900,15,1.95
"1351","1-2",133950,15,1.95
"1352","1-2",134000,30,3.9
"1353","1-2",134050,15,1.95
"1354","1-2",134100,15,1.95
"1355","1-2",134150,15,1.95
"1356","1-2",134200,15,1.95
"1357","1-2",134250,30,3.9
"1358","1-2",134300,15,1.95
"1359","1-2",134350,15,1.95
"1360","1-2",134400,15,1.95
"1361","1-2",134450,15,1.95
"1362","1-2",134500,15,1.95
"1363","1-2",134550,30,3.9
"1364","1-2",134600,15,1.95
"1365","1-2",134650,15,1.95
"1366","1-2",134700,15,1.95
"1367","1-2",134750,15,1.95
"1368","1-2",134800,30,3.9
"1369","1-2",134850,15,1.95
"1370","1-2",134900,15,1.95
"1371","1-2",134950,15,1.95
"1372","1-2",135000,15,1.95
"1373","1-2",135050,15,1.95
"1374","1-2",135100,15,1.95
"1375","1-2",135150,15,1.95
"1376","1-2",135200,15,1.95
"1377","1-2",135250,15,1.95
"1378","1-2",135300,15,1.95
"1379","1-2",135350,15,1.95
"1380","1-2",135400,15,1.95
"1381","1-2",135450,15,1.95
"1382","1-2",135500,15,1.95
"1383","1-2",135550,15,1.95
"1384","1-2",135600,15,1.95
"1385","1-2",135650,15,1.95
"1386","1-2",135700,15,1.95
"1387","1-2",135750,15,1.95
"1388","1-2",135800,15,1.95
"1389","1-2",135850,15,1.95
"1390","1-2",135900,15,1.95
"1391","1-2",135950,15,1.95
"1392","1-2",136000,15,1.95
"1393","1-2",136050,15,1.95
"1394","1-2",136100,15,1.95
"1395","1-2",136150,15,1.95
"1396","1-2",136200,0,0
"1397","1-2",136250,0,0
"1398","1-2",136300,0,0
"1399","1-2",136350,0,0
"1400","1-2",136400,0,0
"1401","1-2",136450,0,0
"1402","1-2",136500,0,0
"1403","1-2",136550,0,0
"1404","1-2",136600,0,0
"1405","1-2",136650,0,0
"1406","1-2",136700,0,0
"1407","1-2",136750,0,0
"1408","1-2",136800,0,0
"1409","1-2",136850,0,0
"1410","1-2",136900,0,0
"1411","1-2",136950,0,0
"1412","1-2",137000,0,0
"1413","1-2",137050,0,0
"1414","1-2",137100,0,0
"1415","1-2",137150,0,0
"1416","1-2",137200,0,0
"1417","1-2",137250,0,0
"1418","1-2",137300,0,0
"1419","1-2",137350,0,0
"1420","1-2",137400,0,0
"1421","1-2",137450,0,0
"1422","1-2",137500,0,0
"1423","1-2",137550,0,0
"1424","1-2",137600,0,0
"1425","1-2",137650,0,0
"1426","1-2",137700,0,0
"1427","1-2",137750,0,0
"1428","1-2",137800,0,0
"1429","1-2",137850,0,0
"1430","1-2",137900,0,0
"1431","1-2",137950,0,0
"1432","1-2",138000,0,0
"1433","1-2",138050,0,0
"1434","1-2",138100,0,0
"1435","1-2",138150,0,0
"1436","1-2",138200,0,0
"1437","1-2",138250,0,0
"1438","1-2",138300,0,0
"1439","1-2",138350,0,0
"1440","1-2",138400,0,0
"1441","1-2",138450,0,0
"1442","1-2",138500,0,0
"1443","1-2",138550,0,0
"1444","1-2",138600,0,0
"1445","1-2",138650,0,0
"1446","1-2",138700,0,0
"1447","1-2",138750,0,0
"1448","1-2",138800,0,0
"1449","1-2",138850,0,0
"1450","1-2",138900,0,0
"1451","1-2",138950,0,0
"1452","1-2",139000,0,0
"1453","1-20",159500,120,7.8
"1454","1-20",159550,90,11.7
"1455","1-20",159600,15,1.95
"1456","1-20",159650,30,3.9
"1457","1-20",159700,15,1.95
"1458","1-20",159750,15,1.95
"1459","1-20",159800,15,1.95
"1460","1-20",159850,15,1.95
"1461","1-20",159900,15,1.95
"1462","1-20",159950,15,1.95
"1463","1-20",160000,15,0.975
"1464","1-20",160050,15,1.95
"1465","1-20",160100,15,1.95
"1466","1-20",160150,15,1.95
"1467","1-20",160200,15,1.95
"1468","1-20",160250,15,1.95
"1469","1-20",160300,15,1.95
"1470","1-20",160350,15,1.95
"1471","1-20",160400,15,1.95
"1472","1-20",160450,15,1.95
"1473","1-20",160500,15,1.95
"1474","1-20",160550,15,1.95
"1475","1-20",160600,15,1.95
"1476","1-20",160650,15,1.95
"1477","1-20",160700,15,1.95
"1478","1-20",160750,15,1.95
"1479","1-20",160800,15,1.95
"1480","1-20",160850,15,1.95
"1481","1-20",160900,15,1.95
"1482","1-20",160950,15,1.95
"1483","1-20",161000,15,1.95
"1484","1-20",161050,30,3.9
"1485","1-20",161100,15,1.95
"1486","1-20",161150,15,1.95
"1487","1-20",161200,15,1.95
"1488","1-20",161250,15,1.95
"1489","1-20",161300,30,3.9
"1490","1-20",161350,15,1.95
"1491","1-20",161400,15,1.95
"1492","1-20",161450,15,1.95
"1493","1-20",161500,15,1.95
"1494","1-20",161550,15,1.95
"1495","1-20",161600,15,1.95
"1496","1-20",161650,15,1.95
"1497","1-20",161700,15,1.95
"1498","1-20",161750,15,1.95
"1499","1-20",161800,15,1.95
"1500","1-20",161850,15,1.95
"1501","1-20",161900,15,1.95
"1502","1-20",161950,15,1.95
"1503","1-20",162000,15,1.95
"1504","1-20",162050,15,1.95
"1505","1-20",162100,15,1.95
"1506","1-20",162150,15,1.95
"1507","1-20",162200,15,1.95
"1508","1-20",162250,15,1.95
"1509","1-20",162300,15,1.95
"1510","1-20",162350,15,1.95
"1511","1-20",162400,15,1.95
"1512","1-20",162450,15,1.95
"1513","1-20",162500,15,1.95
"1514","1-20",162550,15,1.95
"1515","1-20",162600,15,1.95
"1516","1-20",162650,15,1.95
"1517","1-20",162700,0,0
"1518","1-20",162750,0,0
"1519","1-20",162800,0,0
"1520","1-20",162850,0,0
"1521","1-20",162900,0,0
"1522","1-20",162950,0,0
"1523","1-20",163000,0,0
"1524","1-20",163050,0,0
"1525","1-20",163100,0,0
"1526","1-20",163150,0,0
"1527","1-20",163200,0,0
"1528","1-20",163250,0,0
"1529","1-20",163300,0,0
"1530","1-20",163350,0,0
"1531","1-20",163400,0,0
"1532","1-20",163450,0,0
"1533","1-20",163500,0,0
"1534","1-20",163550,0,0
"1535","1-20",163600,0,0
"1536","1-20",163650,0,0
"1537","1-20",163700,0,0
"1538","1-20",163750,0,0
"1539","1-20",163800,0,0
"1540","1-20",163850,0,0
"1541","1-20",163900,0,0
"1542","1-20",163950,0,0
"1543","1-20",164000,0,0
"1544","1-20",164050,0,0
"1545","1-20",164100,0,0
"1546","1-20",164150,0,0
"1547","1-20",164200,0,0
"1548","1-20",164250,0,0
"1549","1-20",164300,0,0
"1550","1-20",164350,0,0
"1551","1-20",164400,0,0
"1552","1-20",164450,0,0
"1553","1-20",164500,0,0
"1554","1-20",164550,0,0
"1555","1-20",164600,0,0
"1556","1-20",164650,0,0
"1557","1-20",164700,0,0
"1558","1-20",164750,0,0
"1559","1-20",164800,0,0
"1560","1-20",164850,0,0
"1561","1-20",164900,0,0
"1562","1-20",164950,0,0
"1563","1-20",165000,0,0
"1564","1-20",165050,0,0
"1565","1-20",165100,0,0
"1566","1-20",165150,0,0
"1567","1-20",165200,0,0
"1568","1-20",165250,0,0
"1569","1-20",165300,0,0
"1570","1-20",165350,0,0
"1571","1-20",165400,0,0
"1572","1-20",165450,0,0
"1573","1-20",165500,0,0
"1574","1-21",127500,285,18.525
"1575","1-21",127550,225,29.25
"1576","1-21",127600,15,1.95
"1577","1-21",127650,30,3.9
"1578","1-21",127700,15,1.95
"1579","1-21",127750,15,1.95
"1580","1-21",127800,15,1.95
"1581","1-21",127850,15,1.95
"1582","1-21",127900,15,1.95
"1583","1-21",127950,15,1.95
"1584","1-21",128000,15,1.95
"1585","1-21",128050,15,1.95
"1586","1-21",128100,15,1.95
"1587","1-21",128150,15,1.95
"1588","1-21",128200,15,1.95
"1589","1-21",128250,15,1.95
"1590","1-21",128300,15,1.95
"1591","1-21",128350,15,1.95
"1592","1-21",128400,15,1.95
"1593","1-21",128450,15,1.95
"1594","1-21",128500,15,1.95
"1595","1-21",128550,15,1.95
"1596","1-21",128600,15,1.95
"1597","1-21",128650,15,1.95
"1598","1-21",128700,15,1.95
"1599","1-21",128750,30,3.9
"1600","1-21",128800,15,1.95
"1601","1-21",128850,15,1.95
"1602","1-21",128900,15,1.95
"1603","1-21",128950,15,1.95
"1604","1-21",129000,15,1.95
"1605","1-21",129050,30,3.9
"1606","1-21",129100,15,1.95
"1607","1-21",129150,15,1.95
"1608","1-21",129200,15,1.95
"1609","1-21",129250,15,1.95
"1610","1-21",129300,30,3.9
"1611","1-21",129350,15,1.95
"1612","1-21",129400,15,1.95
"1613","1-21",129450,15,1.95
"1614","1-21",129500,15,1.95
"1615","1-21",129550,15,1.95
"1616","1-21",129600,15,1.95
"1617","1-21",129650,15,1.95
"1618","1-21",129700,15,1.95
"1619","1-21",129750,15,1.95
"1620","1-21",129800,15,1.95
"1621","1-21",129850,15,1.95
"1622","1-21",129900,15,1.95
"1623","1-21",129950,15,1.95
"1624","1-21",130000,15,1.95
"1625","1-21",130050,15,1.95
"1626","1-21",130100,15,1.95
"1627","1-21",130150,15,1.95
"1628","1-21",130200,15,1.95
"1629","1-21",130250,15,1.95
"1630","1-21",130300,15,1.95
"1631","1-21",130350,15,1.95
"1632","1-21",130400,15,1.95
"1633","1-21",130450,15,1.95
"1634","1-21",130500,15,1.95
"1635","1-21",130550,15,1.95
"1636","1-21",130600,15,1.95
"1637","1-21",130650,15,1.95
"1638","1-21",130700,0,0
"1639","1-21",130750,0,0
"1640","1-21",130800,0,0
"1641","1-21",130850,0,0
"1642","1-21",130900,0,0
"1643","1-21",130950,0,0
"1644","1-21",131000,0,0
"1645","1-21",131050,0,0
"1646","1-21",131100,0,0
"1647","1-21",131150,0,0
"1648","1-21",131200,0,0
"1649","1-21",131250,0,0
"1650","1-21",131300,0,0
"1651","1-21",131350,0,0
"1652","1-21",131400,0,0
"1653","1-21",131450,0,0
"1654","1-21",131500,0,0
"1655","1-21",131550,0,0
"1656","1-21",131600,0,0
"1657","1-21",131650,0,0
"1658","1-21",131700,0,0
"1659","1-21",131750,0,0
"1660","1-21",131800,0,0
"1661","1-21",131850,0,0
"1662","1-21",131900,0,0
"1663","1-21",131950,0,0
"1664","1-21",132000,0,0
"1665","1-21",132050,0,0
"1666","1-21",132100,0,0
"1667","1-21",132150,0,0
"1668","1-21",132200,0,0
"1669","1-21",132250,0,0
"1670","1-21",132300,0,0
"1671","1-21",132350,0,0
"1672","1-21",132400,0,0
"1673","1-21",132450,0,0
"1674","1-21",132500,0,0
"1675","1-21",132550,0,0
"1676","1-21",132600,0,0
"1677","1-21",132650,0,0
"1678","1-21",132700,0,0
"1679","1-21",132750,0,0
"1680","1-21",132800,0,0
"1681","1-21",132850,0,0
"1682","1-21",132900,0,0
"1683","1-21",132950,0,0
"1684","1-21",133000,0,0
"1685","1-21",133050,0,0
"1686","1-21",133100,0,0
"1687","1-21",133150,0,0
"1688","1-21",133200,0,0
"1689","1-21",133250,0,0
"1690","1-21",133300,0,0
"1691","1-21",133350,0,0
"1692","1-21",133400,0,0
"1693","1-21",133450,0,0
"1694","1-21",133500,0,0
"1695","1-22",133000,195,12.675
"1696","1-22",133050,150,19.5
"1697","1-22",133100,30,3.9
"1698","1-22",133150,30,3.9
"1699","1-22",133200,15,1.95
"1700","1-22",133250,15,1.95
"1701","1-22",133300,15,1.95
"1702","1-22",133350,15,1.95
"1703","1-22",133400,15,1.95
"1704","1-22",133450,15,1.95
"1705","1-22",133500,15,0.975
"1706","1-22",133550,15,1.95
"1707","1-22",133600,15,1.95
"1708","1-22",133650,15,1.95
"1709","1-22",133700,15,1.95
"1710","1-22",133750,15,1.95
"1711","1-22",133800,15,1.95
"1712","1-22",133850,15,1.95
"1713","1-22",133900,15,1.95
"1714","1-22",133950,15,1.95
"1715","1-22",134000,30,3.9
"1716","1-22",134050,15,1.95
"1717","1-22",134100,15,1.95
"1718","1-22",134150,15,1.95
"1719","1-22",134200,15,1.95
"1720","1-22",134250,30,3.9
"1721","1-22",134300,15,1.95
"1722","1-22",134350,15,1.95
"1723","1-22",134400,15,1.95
"1724","1-22",134450,15,1.95
"1725","1-22",134500,15,1.95
"1726","1-22",134550,30,3.9
"1727","1-22",134600,15,1.95
"1728","1-22",134650,15,1.95
"1729","1-22",134700,15,1.95
"1730","1-22",134750,15,1.95
"1731","1-22",134800,30,3.9
"1732","1-22",134850,15,1.95
"1733","1-22",134900,15,1.95
"1734","1-22",134950,15,1.95
"1735","1-22",135000,15,1.95
"1736","1-22",135050,15,1.95
"1737","1-22",135100,15,1.95
"1738","1-22",135150,15,1.95
"1739","1-22",135200,15,1.95
"1740","1-22",135250,15,1.95
"1741","1-22",135300,15,1.95
"1742","1-22",135350,15,1.95
"1743","1-22",135400,15,1.95
"1744","1-22",135450,15,1.95
"1745","1-22",135500,15,1.95
"1746","1-22",135550,15,1.95
"1747","1-22",135600,15,1.95
"1748","1-22",135650,15,1.95
"1749","1-22",135700,15,1.95
"1750","1-22",135750,15,1.95
"1751","1-22",135800,15,1.95
"1752","1-22",135850,15,1.95
"1753","1-22",135900,15,1.95
"1754","1-22",135950,15,1.95
"1755","1-22",136000,15,1.95
"1756","1-22",136050,15,1.95
"1757","1-22",136100,15,1.95
"1758","1-22",136150,15,1.95
"1759","1-22",136200,0,0
"1760","1-22",136250,0,0
"1761","1-22",136300,0,0
"1762","1-22",136350,0,0
"1763","1-22",136400,0,0
"1764","1-22",136450,0,0
"1765","1-22",136500,0,0
"1766","1-22",136550,0,0
"1767","1-22",136600,0,0
"1768","1-22",136650,0,0
"1769","1-22",136700,0,0
"1770","1-22",136750,0,0
"1771","1-22",136800,0,0
"1772","1-22",136850,0,0
"1773","1-22",136900,0,0
"1774","1-22",136950,0,0
"1775","1-22",137000,0,0
"1776","1-22",137050,0,0
"1777","1-22",137100,0,0
"1778","1-22",137150,0,0
"1779","1-22",137200,0,0
"1780","1-22",137250,0,0
"1781","1-22",137300,0,0
"1782","1-22",137350,0,0
"1783","1-22",137400,0,0
"1784","1-22",137450,0,0
"1785","1-22",137500,0,0
"1786","1-22",137550,0,0
"1787","1-22",137600,0,0
"1788","1-22",137650,0,0
"1789","1-22",137700,0,0
"1790","1-22",137750,0,0
"1791","1-22",137800,0,0
"1792","1-22",137850,0,0
"1793","1-22",137900,0,0
"1794","1-22",137950,0,0
"1795","1-22",138000,0,0
"1796","1-22",138050,0,0
"1797","1-22",138100,0,0
"1798","1-22",138150,0,0
"1799","1-22",138200,0,0
"1800","1-22",138250,0,0
"1801","1-22",138300,0,0
"1802","1-22",138350,0,0
"1803","1-22",138400,0,0
"1804","1-22",138450,0,0
"1805","1-22",138500,0,0
"1806","1-22",138550,0,0
"1807","1-22",138600,0,0
"1808","1-22",138650,0,0
"1809","1-22",138700,0,0
"1810","1-22",138750,0,0
"1811","1-22",138800,0,0
"1812","1-22",138850,0,0
"1813","1-22",138900,0,0
"1814","1-22",138950,0,0
"1815","1-22",139000,0,0
"1816","1-23",138500,120,7.8
"1817","1-23",138550,90,11.7
"1818","1-23",138600,15,1.95
"1819","1-23",138650,30,3.9
"1820","1-23",138700,15,1.95
"1821","1-23",138750,15,1.95
"1822","1-23",138800,15,1.95
"1823","1-23",138850,15,1.95
"1824","1-23",138900,15,1.95
"1825","1-23",138950,15,1.95
"1826","1-23",139000,15,0.975
"1827","1-23",139050,15,1.95
"1828","1-23",139100,15,1.95
"1829","1-23",139150,15,1.95
"1830","1-23",139200,15,1.95
"1831","1-23",139250,15,1.95
"1832","1-23",139300,15,1.95
"1833","1-23",139350,15,1.95
"1834","1-23",139400,15,1.95
"1835","1-23",139450,15,1.95
"1836","1-23",139500,15,1.95
"1837","1-23",139550,15,1.95
"1838","1-23",139600,15,1.95
"1839","1-23",139650,15,1.95
"1840","1-23",139700,15,1.95
"1841","1-23",139750,30,3.9
"1842","1-23",139800,15,1.95
"1843","1-23",139850,15,1.95
"1844","1-23",139900,15,1.95
"1845","1-23",139950,15,1.95
"1846","1-23",140000,30,3.9
"1847","1-23",140050,15,1.95
"1848","1-23",140100,15,1.95
"1849","1-23",140150,15,1.95
"1850","1-23",140200,15,1.95
"1851","1-23",140250,15,1.95
"1852","1-23",140300,30,3.9
"1853","1-23",140350,15,1.95
"1854","1-23",140400,15,1.95
"1855","1-23",140450,15,1.95
"1856","1-23",140500,15,1.95
"1857","1-23",140550,15,1.95
"1858","1-23",140600,15,1.95
"1859","1-23",140650,15,1.95
"1860","1-23",140700,15,1.95
"1861","1-23",140750,15,1.95
"1862","1-23",140800,15,1.95
"1863","1-23",140850,15,1.95
"1864","1-23",140900,15,1.95
"1865","1-23",140950,15,1.95
"1866","1-23",141000,15,1.95
"1867","1-23",141050,15,1.95
"1868","1-23",141100,15,1.95
"1869","1-23",141150,15,1.95
"1870","1-23",141200,15,1.95
"1871","1-23",141250,15,1.95
"1872","1-23",141300,15,1.95
"1873","1-23",141350,15,1.95
"1874","1-23",141400,15,1.95
"1875","1-23",141450,15,1.95
"1876","1-23",141500,15,1.95
"1877","1-23",141550,15,1.95
"1878","1-23",141600,15,1.95
"1879","1-23",141650,15,1.95
"1880","1-23",141700,0,0
"1881","1-23",141750,0,0
"1882","1-23",141800,0,0
"1883","1-23",141850,0,0
"1884","1-23",141900,0,0
"1885","1-23",141950,0,0
"1886","1-23",142000,0,0
"1887","1-23",142050,0,0
"1888","1-23",142100,0,0
"1889","1-23",142150,0,0
"1890","1-23",142200,0,0
"1891","1-23",142250,0,0
"1892","1-23",142300,0,0
"1893","1-23",142350,0,0
"1894","1-23",142400,0,0
"1895","1-23",142450,0,0
"1896","1-23",142500,0,0
"1897","1-23",142550,0,0
"1898","1-23",142600,0,0
"1899","1-23",142650,0,0
"1900","1-23",142700,0,0
"1901","1-23",142750,0,0
"1902","1-23",142800,0,0
"1903","1-23",142850,0,0
"1904","1-23",142900,0,0
"1905","1-23",142950,0,0
"1906","1-23",143000,0,0
"1907","1-23",143050,0,0
"1908","1-23",143100,0,0
"1909","1-23",143150,0,0
"1910","1-23",143200,0,0
"1911","1-23",143250,0,0
"1912","1-23",143300,0,0
"1913","1-23",143350,0,0
"1914","1-23",143400,0,0
"1915","1-23",143450,0,0
"1916","1-23",143500,0,0
"1917","1-23",143550,0,0
"1918","1-23",143600,0,0
"1919","1-23",143650,0,0
"1920","1-23",143700,0,0
"1921","1-23",143750,0,0
"1922","1-23",143800,0,0
"1923","1-23",143850,0,0
"1924","1-23",143900,0,0
"1925","1-23",143950,0,0
"1926","1-23",144000,0,0
"1927","1-23",144050,0,0
"1928","1-23",144100,0,0
"1929","1-23",144150,0,0
"1930","1-23",144200,0,0
"1931","1-23",144250,0,0
"1932","1-23",144300,0,0
"1933","1-23",144350,0,0
"1934","1-23",144400,0,0
"1935","1-23",144450,0,0
"1936","1-23",144500,0,0
"1937","1-24",138500,120,7.8
"1938","1-24",138550,90,11.7
"1939","1-24",138600,15,1.95
"1940","1-24",138650,30,3.9
"1941","1-24",138700,15,1.95
"1942","1-24",138750,15,1.95
"1943","1-24",138800,15,1.95
"1944","1-24",138850,15,1.95
"1945","1-24",138900,15,1.95
"1946","1-24",138950,15,1.95
"1947","1-24",139000,15,0.975
"1948","1-24",139050,15,1.95
"1949","1-24",139100,15,1.95
"1950","1-24",139150,15,1.95
"1951","1-24",139200,15,1.95
"1952","1-24",139250,15,1.95
"1953","1-24",139300,15,1.95
"1954","1-24",139350,15,1.95
"1955","1-24",139400,15,1.95
"1956","1-24",139450,15,1.95
"1957","1-24",139500,15,1.95
"1958","1-24",139550,15,1.95
"1959","1-24",139600,15,1.95
"1960","1-24",139650,15,1.95
"1961","1-24",139700,15,1.95
"1962","1-24",139750,30,3.9
"1963","1-24",139800,15,1.95
"1964","1-24",139850,15,1.95
"1965","1-24",139900,15,1.95
"1966","1-24",139950,15,1.95
"1967","1-24",140000,30,3.9
"1968","1-24",140050,15,1.95
"1969","1-24",140100,15,1.95
"1970","1-24",140150,15,1.95
"1971","1-24",140200,15,1.95
"1972","1-24",140250,15,1.95
"1973","1-24",140300,30,3.9
"1974","1-24",140350,15,1.95
"1975","1-24",140400,15,1.95
"1976","1-24",140450,15,1.95
"1977","1-24",140500,15,1.95
"1978","1-24",140550,15,1.95
"1979","1-24",140600,15,1.95
"1980","1-24",140650,15,1.95
"1981","1-24",140700,15,1.95
"1982","1-24",140750,15,1.95
"1983","1-24",140800,15,1.95
"1984","1-24",140850,15,1.95
"1985","1-24",140900,15,1.95
"1986","1-24",140950,15,1.95
"1987","1-24",141000,15,1.95
"1988","1-24",141050,15,1.95
"1989","1-24",141100,15,1.95
"1990","1-24",141150,15,1.95
"1991","1-24",141200,15,1.95
"1992","1-24",141250,15,1.95
"1993","1-24",141300,15,1.95
"1994","1-24",141350,15,1.95
"1995","1-24",141400,15,1.95
"1996","1-24",141450,15,1.95
"1997","1-24",141500,15,1.95
"1998","1-24",141550,15,1.95
"1999","1-24",141600,15,1.95
"2000","1-24",141650,15,1.95
"2001","1-24",141700,0,0
"2002","1-24",141750,0,0
"2003","1-24",141800,0,0
"2004","1-24",141850,0,0
"2005","1-24",141900,0,0
"2006","1-24",141950,0,0
"2007","1-24",142000,0,0
"2008","1-24",142050,0,0
"2009","1-24",142100,0,0
"2010","1-24",142150,0,0
"2011","1-24",142200,0,0
"2012","1-24",142250,0,0
"2013","1-24",142300,0,0
"2014","1-24",142350,0,0
"2015","1-24",142400,0,0
"2016","1-24",142450,0,0
"2017","1-24",142500,0,0
"2018","1-24",142550,0,0
"2019","1-24",142600,0,0
"2020","1-24",142650,0,0
"2021","1-24",142700,0,0
"2022","1-24",142750,0,0
"2023","1-24",142800,0,0
"2024","1-24",142850,0,0
"2025","1-24",142900,0,0
"2026","1-24",142950,0,0
"2027","1-24",143000,0,0
"2028","1-24",143050,0,0
"2029","1-24",143100,0,0
"2030","1-24",143150,0,0
"2031","1-24",143200,0,0
"2032","1-24",143250,0,0
"2033","1-24",143300,0,0
"2034","1-24",143350,0,0
"2035","1-24",143400,0,0
"2036","1-24",143450,0,0
"2037","1-24",143500,0,0
"2038","1-24",143550,0,0
"2039","1-24",143600,0,0
"2040","1-24",143650,0,0
"2041","1-24",143700,0,0
"2042","1-24",143750,0,0
"2043","1-24",143800,0,0
"2044","1-24",143850,0,0
"2045","1-24",143900,0,0
"2046","1-24",143950,0,0
"2047","1-24",144000,0,0
"2048","1-24",144050,0,0
"2049","1-24",144100,0,0
"2050","1-24",144150,0,0
"2051","1-24",144200,0,0
"2052","1-24",144250,0,0
"2053","1-24",144300,0,0
"2054","1-24",144350,0,0
"2055","1-24",144400,0,0
"2056","1-24",144450,0,0
"2057","1-24",144500,0,0
"2058","1-3",138500,120,7.8
"2059","1-3",138550,90,11.7
"2060","1-3",138600,15,1.95
"2061","1-3",138650,30,3.9
"2062","1-3",138700,15,1.95
"2063","1-3",138750,15,1.95
"2064","1-3",138800,15,1.95
"2065","1-3",138850,15,1.95
"2066","1-3",138900,15,1.95
"2067","1-3",138950,15,1.95
"2068","1-3",139000,15,0.975
"2069","1-3",139050,15,1.95
"2070","1-3",139100,15,1.95
"2071","1-3",139150,15,1.95
"2072","1-3",139200,15,1.95
"2073","1-3",139250,15,1.95
"2074","1-3",139300,15,1.95
"2075","1-3",139350,15,1.95
"2076","1-3",139400,15,1.95
"2077","1-3",139450,15,1.95
"2078","1-3",139500,15,1.95
"2079","1-3",139550,15,1.95
"2080","1-3",139600,15,1.95
"2081","1-3",139650,15,1.95
"2082","1-3",139700,15,1.95
"2083","1-3",139750,30,3.9
"2084","1-3",139800,15,1.95
"2085","1-3",139850,15,1.95
"2086","1-3",139900,15,1.95
"2087","1-3",139950,15,1.95
"2088","1-3",140000,30,3.9
"2089","1-3",140050,15,1.95
"2090","1-3",140100,15,1.95
"2091","1-3",140150,15,1.95
"2092","1-3",140200,15,1.95
"2093","1-3",140250,15,1.95
"2094","1-3",140300,30,3.9
"2095","1-3",140350,15,1.95
"2096","1-3",140400,15,1.95
"2097","1-3",140450,15,1.95
"2098","1-3",140500,15,1.95
"2099","1-3",140550,15,1.95
"2100","1-3",140600,15,1.95
"2101","1-3",140650,15,1.95
"2102","1-3",140700,15,1.95
"2103","1-3",140750,15,1.95
"2104","1-3",140800,15,1.95
"2105","1-3",140850,15,1.95
"2106","1-3",140900,15,1.95
"2107","1-3",140950,15,1.95
"2108","1-3",141000,15,1.95
"2109","1-3",141050,15,1.95
"2110","1-3",141100,15,1.95
"2111","1-3",141150,15,1.95
"2112","1-3",141200,15,1.95
"2113","1-3",141250,15,1.95
"2114","1-3",141300,15,1.95
"2115","1-3",141350,15,1.95
"2116","1-3",141400,15,1.95
"2117","1-3",141450,15,1.95
"2118","1-3",141500,15,1.95
"2119","1-3",141550,15,1.95
"2120","1-3",141600,15,1.95
"2121","1-3",141650,15,1.95
"2122","1-3",141700,0,0
"2123","1-3",141750,0,0
"2124","1-3",141800,0,0
"2125","1-3",141850,0,0
"2126","1-3",141900,0,0
"2127","1-3",141950,0,0
"2128","1-3",142000,0,0
"2129","1-3",142050,0,0
"2130","1-3",142100,0,0
"2131","1-3",142150,0,0
"2132","1-3",142200,0,0
"2133","1-3",142250,0,0
"2134","1-3",142300,0,0
"2135","1-3",142350,0,0
"2136","1-3",142400,0,0
"2137","1-3",142450,0,0
"2138","1-3",142500,0,0
"2139","1-3",142550,0,0
"2140","1-3",142600,0,0
"2141","1-3",142650,0,0
"2142","1-3",142700,0,0
"2143","1-3",142750,0,0
"2144","1-3",142800,0,0
"2145","1-3",142850,0,0
"2146","1-3",142900,0,0
"2147","1-3",142950,0,0
"2148","1-3",143000,0,0
"2149","1-3",143050,0,0
"2150","1-3",143100,0,0
"2151","1-3",143150,0,0
"2152","1-3",143200,0,0
"2153","1-3",143250,0,0
"2154","1-3",143300,0,0
"2155","1-3",143350,0,0
"2156","1-3",143400,0,0
"2157","1-3",143450,0,0
"2158","1-3",143500,0,0
"2159","1-3",143550,0,0
"2160","1-3",143600,0,0
"2161","1-3",143650,0,0
"2162","1-3",143700,0,0
"2163","1-3",143750,0,0
"2164","1-3",143800,0,0
"2165","1-3",143850,0,0
"2166","1-3",143900,0,0
"2167","1-3",143950,0,0
"2168","1-3",144000,0,0
