"","river","STA","ti_tot_min","removal_g"
"2169","1-3",144050,0,0
"2170","1-3",144100,0,0
"2171","1-3",144150,0,0
"2172","1-3",144200,0,0
"2173","1-3",144250,0,0
"2174","1-3",144300,0,0
"2175","1-3",144350,0,0
"2176","1-3",144400,0,0
"2177","1-3",144450,0,0
"2178","1-3",144500,0,0
"2179","1-4",138500,120,7.8
"2180","1-4",138550,90,11.7
"2181","1-4",138600,15,1.95
"2182","1-4",138650,30,3.9
"2183","1-4",138700,15,1.95
"2184","1-4",138750,15,1.95
"2185","1-4",138800,15,1.95
"2186","1-4",138850,15,1.95
"2187","1-4",138900,15,1.95
"2188","1-4",138950,15,1.95
"2189","1-4",139000,15,0.975
"2190","1-4",139050,15,1.95
"2191","1-4",139100,15,1.95
"2192","1-4",139150,15,1.95
"2193","1-4",139200,15,1.95
"2194","1-4",139250,15,1.95
"2195","1-4",139300,15,1.95
"2196","1-4",139350,15,1.95
"2197","1-4",139400,15,1.95
"2198","1-4",139450,15,1.95
"2199","1-4",139500,15,1.95
"2200","1-4",139550,15,1.95
"2201","1-4",139600,15,1.95
"2202","1-4",139650,15,1.95
"2203","1-4",139700,15,1.95
"2204","1-4",139750,30,3.9
"2205","1-4",139800,15,1.95
"2206","1-4",139850,15,1.95
"2207","1-4",139900,15,1.95
"2208","1-4",139950,15,1.95
"2209","1-4",140000,30,3.9
"2210","1-4",140050,15,1.95
"2211","1-4",140100,15,1.95
"2212","1-4",140150,15,1.95
"2213","1-4",140200,15,1.95
"2214","1-4",140250,15,1.95
"2215","1-4",140300,30,3.9
"2216","1-4",140350,15,1.95
"2217","1-4",140400,15,1.95
"2218","1-4",140450,15,1.95
"2219","1-4",140500,15,1.95
"2220","1-4",140550,15,1.95
"2221","1-4",140600,15,1.95
"2222","1-4",140650,15,1.95
"2223","1-4",140700,15,1.95
"2224","1-4",140750,15,1.95
"2225","1-4",140800,15,1.95
"2226","1-4",140850,15,1.95
"2227","1-4",140900,15,1.95
"2228","1-4",140950,15,1.95
"2229","1-4",141000,15,1.95
"2230","1-4",141050,15,1.95
"2231","1-4",141100,15,1.95
"2232","1-4",141150,15,1.95
"2233","1-4",141200,15,1.95
"2234","1-4",141250,15,1.95
"2235","1-4",141300,15,1.95
"2236","1-4",141350,15,1.95
"2237","1-4",141400,15,1.95
"2238","1-4",141450,15,1.95
"2239","1-4",141500,15,1.95
"2240","1-4",141550,15,1.95
"2241","1-4",141600,15,1.95
"2242","1-4",141650,15,1.95
"2243","1-4",141700,0,0
"2244","1-4",141750,0,0
"2245","1-4",141800,0,0
"2246","1-4",141850,0,0
"2247","1-4",141900,0,0
"2248","1-4",141950,0,0
"2249","1-4",142000,0,0
"2250","1-4",142050,0,0
"2251","1-4",142100,0,0
"2252","1-4",142150,0,0
"2253","1-4",142200,0,0
"2254","1-4",142250,0,0
"2255","1-4",142300,0,0
"2256","1-4",142350,0,0
"2257","1-4",142400,0,0
"2258","1-4",142450,0,0
"2259","1-4",142500,0,0
"2260","1-4",142550,0,0
"2261","1-4",142600,0,0
"2262","1-4",142650,0,0
"2263","1-4",142700,0,0
"2264","1-4",142750,0,0
"2265","1-4",142800,0,0
"2266","1-4",142850,0,0
"2267","1-4",142900,0,0
"2268","1-4",142950,0,0
"2269","1-4",143000,0,0
"2270","1-4",143050,0,0
"2271","1-4",143100,0,0
"2272","1-4",143150,0,0
"2273","1-4",143200,0,0
"2274","1-4",143250,0,0
"2275","1-4",143300,0,0
"2276","1-4",143350,0,0
"2277","1-4",143400,0,0
"2278","1-4",143450,0,0
"2279","1-4",143500,0,0
"2280","1-4",143550,0,0
"2281","1-4",143600,0,0
"2282","1-4",143650,0,0
"2283","1-4",143700,0,0
"2284","1-4",143750,0,0
"2285","1-4",143800,0,0
"2286","1-4",143850,0,0
"2287","1-4",143900,0,0
"2288","1-4",143950,0,0
"2289","1-4",144000,0,0
"2290","1-4",144050,0,0
"2291","1-4",144100,0,0
"2292","1-4",144150,0,0
"2293","1-4",144200,0,0
"2294","1-4",144250,0,0
"2295","1-4",144300,0,0
"2296","1-4",144350,0,0
"2297","1-4",144400,0,0
"2298","1-4",144450,0,0
"2299","1-4",144500,0,0
"2300","1-5",148500,285,18.525
"2301","1-5",148550,225,29.25
"2302","1-5",148600,15,1.95
"2303","1-5",148650,15,1.95
"2304","1-5",148700,15,1.95
"2305","1-5",148750,15,1.95
"2306","1-5",148800,15,1.95
"2307","1-5",148850,15,1.95
"2308","1-5",148900,15,1.95
"2309","1-5",148950,15,1.95
"2310","1-5",149000,15,1.95
"2311","1-5",149050,15,1.95
"2312","1-5",149100,15,1.95
"2313","1-5",149150,15,1.95
"2314","1-5",149200,15,1.95
"2315","1-5",149250,15,1.95
"2316","1-5",149300,15,1.95
"2317","1-5",149350,15,1.95
"2318","1-5",149400,15,1.95
"2319","1-5",149450,15,1.95
"2320","1-5",149500,15,1.95
"2321","1-5",149550,15,1.95
"2322","1-5",149600,15,1.95
"2323","1-5",149650,15,1.95
"2324","1-5",149700,15,1.95
"2325","1-5",149750,30,3.9
"2326","1-5",149800,15,1.95
"2327","1-5",149850,15,1.95
"2328","1-5",149900,15,1.95
"2329","1-5",149950,15,1.95
"2330","1-5",150000,15,1.95
"2331","1-5",150050,30,3.9
"2332","1-5",150100,15,1.95
"2333","1-5",150150,15,1.95
"2334","1-5",150200,15,1.95
"2335","1-5",150250,15,1.95
"2336","1-5",150300,30,3.9
"2337","1-5",150350,15,1.95
"2338","1-5",150400,15,1.95
"2339","1-5",150450,15,1.95
"2340","1-5",150500,15,1.95
"2341","1-5",150550,15,1.95
"2342","1-5",150600,15,1.95
"2343","1-5",150650,15,1.95
"2344","1-5",150700,15,1.95
"2345","1-5",150750,15,1.95
"2346","1-5",150800,15,1.95
"2347","1-5",150850,15,1.95
"2348","1-5",150900,15,1.95
"2349","1-5",150950,15,1.95
"2350","1-5",151000,15,1.95
"2351","1-5",151050,15,1.95
"2352","1-5",151100,15,1.95
"2353","1-5",151150,15,1.95
"2354","1-5",151200,15,1.95
"2355","1-5",151250,15,1.95
"2356","1-5",151300,15,1.95
"2357","1-5",151350,15,1.95
"2358","1-5",151400,15,1.95
"2359","1-5",151450,15,1.95
"2360","1-5",151500,15,1.95
"2361","1-5",151550,15,1.95
"2362","1-5",151600,15,1.95
"2363","1-5",151650,15,1.95
"2364","1-5",151700,0,0
"2365","1-5",151750,0,0
"2366","1-5",151800,0,0
"2367","1-5",151850,0,0
"2368","1-5",151900,0,0
"2369","1-5",151950,0,0
"2370","1-5",152000,0,0
"2371","1-5",152050,0,0
"2372","1-5",152100,0,0
"2373","1-5",152150,0,0
"2374","1-5",152200,0,0
"2375","1-5",152250,0,0
"2376","1-5",152300,0,0
"2377","1-5",152350,0,0
"2378","1-5",152400,0,0
"2379","1-5",152450,0,0
"2380","1-5",152500,0,0
"2381","1-5",152550,0,0
"2382","1-5",152600,0,0
"2383","1-5",152650,0,0
"2384","1-5",152700,0,0
"2385","1-5",152750,0,0
"2386","1-5",152800,0,0
"2387","1-5",152850,0,0
"2388","1-5",152900,0,0
"2389","1-5",152950,0,0
"2390","1-5",153000,0,0
"2391","1-5",153050,0,0
"2392","1-5",153100,0,0
"2393","1-5",153150,0,0
"2394","1-5",153200,0,0
"2395","1-5",153250,0,0
"2396","1-5",153300,0,0
"2397","1-5",153350,0,0
"2398","1-5",153400,0,0
"2399","1-5",153450,0,0
"2400","1-5",153500,0,0
"2401","1-5",153550,0,0
"2402","1-5",153600,0,0
"2403","1-5",153650,0,0
"2404","1-5",153700,0,0
"2405","1-5",153750,0,0
"2406","1-5",153800,0,0
"2407","1-5",153850,0,0
"2408","1-5",153900,0,0
"2409","1-5",153950,0,0
"2410","1-5",154000,0,0
"2411","1-5",154050,0,0
"2412","1-5",154100,0,0
"2413","1-5",154150,0,0
"2414","1-5",154200,0,0
"2415","1-5",154250,0,0
"2416","1-5",154300,0,0
"2417","1-5",154350,0,0
"2418","1-5",154400,0,0
"2419","1-5",154450,0,0
"2420","1-5",154500,0,0
"2421","1-6",154000,195,12.675
"2422","1-6",154050,150,19.5
"2423","1-6",154100,30,3.9
"2424","1-6",154150,15,1.95
"2425","1-6",154200,15,1.95
"2426","1-6",154250,15,1.95
"2427","1-6",154300,15,1.95
"2428","1-6",154350,15,1.95
"2429","1-6",154400,15,1.95
"2430","1-6",154450,15,1.95
"2431","1-6",154500,15,0.975
"2432","1-6",154550,15,1.95
"2433","1-6",154600,15,1.95
"2434","1-6",154650,15,1.95
"2435","1-6",154700,15,1.95
"2436","1-6",154750,15,1.95
"2437","1-6",154800,15,1.95
"2438","1-6",154850,15,1.95
"2439","1-6",154900,15,1.95
"2440","1-6",154950,15,1.95
"2441","1-6",155000,15,1.95
"2442","1-6",155050,15,1.95
"2443","1-6",155100,15,1.95
"2444","1-6",155150,15,1.95
"2445","1-6",155200,15,1.95
"2446","1-6",155250,30,3.9
"2447","1-6",155300,15,1.95
"2448","1-6",155350,15,1.95
"2449","1-6",155400,15,1.95
"2450","1-6",155450,15,1.95
"2451","1-6",155500,30,3.9
"2452","1-6",155550,15,1.95
"2453","1-6",155600,15,1.95
"2454","1-6",155650,15,1.95
"2455","1-6",155700,15,1.95
"2456","1-6",155750,15,1.95
"2457","1-6",155800,30,3.9
"2458","1-6",155850,15,1.95
"2459","1-6",155900,15,1.95
"2460","1-6",155950,15,1.95
"2461","1-6",156000,15,1.95
"2462","1-6",156050,15,1.95
"2463","1-6",156100,15,1.95
"2464","1-6",156150,15,1.95
"2465","1-6",156200,15,1.95
"2466","1-6",156250,15,1.95
"2467","1-6",156300,15,1.95
"2468","1-6",156350,15,1.95
"2469","1-6",156400,15,1.95
"2470","1-6",156450,15,1.95
"2471","1-6",156500,15,1.95
"2472","1-6",156550,15,1.95
"2473","1-6",156600,15,1.95
"2474","1-6",156650,15,1.95
"2475","1-6",156700,15,1.95
"2476","1-6",156750,15,1.95
"2477","1-6",156800,15,1.95
"2478","1-6",156850,15,1.95
"2479","1-6",156900,15,1.95
"2480","1-6",156950,15,1.95
"2481","1-6",157000,15,1.95
"2482","1-6",157050,15,1.95
"2483","1-6",157100,15,1.95
"2484","1-6",157150,15,1.95
"2485","1-6",157200,0,0
"2486","1-6",157250,0,0
"2487","1-6",157300,0,0
"2488","1-6",157350,0,0
"2489","1-6",157400,0,0
"2490","1-6",157450,0,0
"2491","1-6",157500,0,0
"2492","1-6",157550,0,0
"2493","1-6",157600,0,0
"2494","1-6",157650,0,0
"2495","1-6",157700,0,0
"2496","1-6",157750,0,0
"2497","1-6",157800,0,0
"2498","1-6",157850,0,0
"2499","1-6",157900,0,0
"2500","1-6",157950,0,0
"2501","1-6",158000,0,0
"2502","1-6",158050,0,0
"2503","1-6",158100,0,0
"2504","1-6",158150,0,0
"2505","1-6",158200,0,0
"2506","1-6",158250,0,0
"2507","1-6",158300,0,0
"2508","1-6",158350,0,0
"2509","1-6",158400,0,0
"2510","1-6",158450,0,0
"2511","1-6",158500,0,0
"2512","1-6",158550,0,0
"2513","1-6",158600,0,0
"2514","1-6",158650,0,0
"2515","1-6",158700,0,0
"2516","1-6",158750,0,0
"2517","1-6",158800,0,0
"2518","1-6",158850,0,0
"2519","1-6",158900,0,0
"2520","1-6",158950,0,0
"2521","1-6",159000,0,0
"2522","1-6",159050,0,0
"2523","1-6",159100,0,0
"2524","1-6",159150,0,0
"2525","1-6",159200,0,0
"2526","1-6",159250,0,0
"2527","1-6",159300,0,0
"2528","1-6",159350,0,0
"2529","1-6",159400,0,0
"2530","1-6",159450,0,0
"2531","1-6",159500,0,0
"2532","1-6",159550,0,0
"2533","1-6",159600,0,0
"2534","1-6",159650,0,0
"2535","1-6",159700,0,0
"2536","1-6",159750,0,0
"2537","1-6",159800,0,0
"2538","1-6",159850,0,0
"2539","1-6",159900,0,0
"2540","1-6",159950,0,0
"2541","1-6",160000,0,0
"2542","1-7",159500,120,7.8
"2543","1-7",159550,90,11.7
"2544","1-7",159600,15,1.95
"2545","1-7",159650,30,3.9
"2546","1-7",159700,15,1.95
"2547","1-7",159750,15,1.95
"2548","1-7",159800,15,1.95
"2549","1-7",159850,15,1.95
"2550","1-7",159900,15,1.95
"2551","1-7",159950,15,1.95
"2552","1-7",160000,15,0.975
"2553","1-7",160050,15,1.95
"2554","1-7",160100,15,1.95
"2555","1-7",160150,15,1.95
"2556","1-7",160200,15,1.95
"2557","1-7",160250,15,1.95
"2558","1-7",160300,15,1.95
"2559","1-7",160350,15,1.95
"2560","1-7",160400,15,1.95
"2561","1-7",160450,15,1.95
"2562","1-7",160500,15,1.95
"2563","1-7",160550,15,1.95
"2564","1-7",160600,15,1.95
"2565","1-7",160650,15,1.95
"2566","1-7",160700,15,1.95
"2567","1-7",160750,15,1.95
"2568","1-7",160800,15,1.95
"2569","1-7",160850,15,1.95
"2570","1-7",160900,15,1.95
"2571","1-7",160950,15,1.95
"2572","1-7",161000,15,1.95
"2573","1-7",161050,30,3.9
"2574","1-7",161100,15,1.95
"2575","1-7",161150,15,1.95
"2576","1-7",161200,15,1.95
"2577","1-7",161250,15,1.95
"2578","1-7",161300,30,3.9
"2579","1-7",161350,15,1.95
"2580","1-7",161400,15,1.95
"2581","1-7",161450,15,1.95
"2582","1-7",161500,15,1.95
"2583","1-7",161550,15,1.95
"2584","1-7",161600,15,1.95
"2585","1-7",161650,15,1.95
"2586","1-7",161700,15,1.95
"2587","1-7",161750,15,1.95
"2588","1-7",161800,15,1.95
"2589","1-7",161850,15,1.95
"2590","1-7",161900,15,1.95
"2591","1-7",161950,15,1.95
"2592","1-7",162000,15,1.95
"2593","1-7",162050,15,1.95
"2594","1-7",162100,15,1.95
"2595","1-7",162150,15,1.95
"2596","1-7",162200,15,1.95
"2597","1-7",162250,15,1.95
"2598","1-7",162300,15,1.95
"2599","1-7",162350,15,1.95
"2600","1-7",162400,15,1.95
"2601","1-7",162450,15,1.95
"2602","1-7",162500,15,1.95
"2603","1-7",162550,15,1.95
"2604","1-7",162600,15,1.95
"2605","1-7",162650,15,1.95
"2606","1-7",162700,0,0
"2607","1-7",162750,0,0
"2608","1-7",162800,0,0
"2609","1-7",162850,0,0
"2610","1-7",162900,0,0
"2611","1-7",162950,0,0
"2612","1-7",163000,0,0
"2613","1-7",163050,0,0
"2614","1-7",163100,0,0
"2615","1-7",163150,0,0
"2616","1-7",163200,0,0
"2617","1-7",163250,0,0
"2618","1-7",163300,0,0
"2619","1-7",163350,0,0
"2620","1-7",163400,0,0
"2621","1-7",163450,0,0
"2622","1-7",163500,0,0
"2623","1-7",163550,0,0
"2624","1-7",163600,0,0
"2625","1-7",163650,0,0
"2626","1-7",163700,0,0
"2627","1-7",163750,0,0
"2628","1-7",163800,0,0
"2629","1-7",163850,0,0
"2630","1-7",163900,0,0
"2631","1-7",163950,0,0
"2632","1-7",164000,0,0
"2633","1-7",164050,0,0
"2634","1-7",164100,0,0
"2635","1-7",164150,0,0
"2636","1-7",164200,0,0
"2637","1-7",164250,0,0
"2638","1-7",164300,0,0
"2639","1-7",164350,0,0
"2640","1-7",164400,0,0
"2641","1-7",164450,0,0
"2642","1-7",164500,0,0
"2643","1-7",164550,0,0
"2644","1-7",164600,0,0
"2645","1-7",164650,0,0
"2646","1-7",164700,0,0
"2647","1-7",164750,0,0
"2648","1-7",164800,0,0
"2649","1-7",164850,0,0
"2650","1-7",164900,0,0
"2651","1-7",164950,0,0
"2652","1-7",165000,0,0
"2653","1-7",165050,0,0
"2654","1-7",165100,0,0
"2655","1-7",165150,0,0
"2656","1-7",165200,0,0
"2657","1-7",165250,0,0
"2658","1-7",165300,0,0
"2659","1-7",165350,0,0
"2660","1-7",165400,0,0
"2661","1-7",165450,0,0
"2662","1-7",165500,0,0
"2663","1-8",159500,120,7.8
"2664","1-8",159550,90,11.7
"2665","1-8",159600,15,1.95
"2666","1-8",159650,30,3.9
"2667","1-8",159700,15,1.95
"2668","1-8",159750,15,1.95
"2669","1-8",159800,15,1.95
"2670","1-8",159850,15,1.95
"2671","1-8",159900,15,1.95
"2672","1-8",159950,15,1.95
"2673","1-8",160000,15,0.975
"2674","1-8",160050,15,1.95
"2675","1-8",160100,15,1.95
"2676","1-8",160150,15,1.95
"2677","1-8",160200,15,1.95
"2678","1-8",160250,15,1.95
"2679","1-8",160300,15,1.95
"2680","1-8",160350,15,1.95
"2681","1-8",160400,15,1.95
"2682","1-8",160450,15,1.95
"2683","1-8",160500,15,1.95
"2684","1-8",160550,15,1.95
"2685","1-8",160600,15,1.95
"2686","1-8",160650,15,1.95
"2687","1-8",160700,15,1.95
"2688","1-8",160750,15,1.95
"2689","1-8",160800,15,1.95
"2690","1-8",160850,15,1.95
"2691","1-8",160900,15,1.95
"2692","1-8",160950,15,1.95
"2693","1-8",161000,15,1.95
"2694","1-8",161050,30,3.9
"2695","1-8",161100,15,1.95
"2696","1-8",161150,15,1.95
"2697","1-8",161200,15,1.95
"2698","1-8",161250,15,1.95
"2699","1-8",161300,30,3.9
"2700","1-8",161350,15,1.95
"2701","1-8",161400,15,1.95
"2702","1-8",161450,15,1.95
"2703","1-8",161500,15,1.95
"2704","1-8",161550,15,1.95
"2705","1-8",161600,15,1.95
"2706","1-8",161650,15,1.95
"2707","1-8",161700,15,1.95
"2708","1-8",161750,15,1.95
"2709","1-8",161800,15,1.95
"2710","1-8",161850,15,1.95
"2711","1-8",161900,15,1.95
"2712","1-8",161950,15,1.95
"2713","1-8",162000,15,1.95
"2714","1-8",162050,15,1.95
"2715","1-8",162100,15,1.95
"2716","1-8",162150,15,1.95
"2717","1-8",162200,15,1.95
"2718","1-8",162250,15,1.95
"2719","1-8",162300,15,1.95
"2720","1-8",162350,15,1.95
"2721","1-8",162400,15,1.95
"2722","1-8",162450,15,1.95
"2723","1-8",162500,15,1.95
"2724","1-8",162550,15,1.95
"2725","1-8",162600,15,1.95
"2726","1-8",162650,15,1.95
"2727","1-8",162700,0,0
"2728","1-8",162750,0,0
"2729","1-8",162800,0,0
"2730","1-8",162850,0,0
"2731","1-8",162900,0,0
"2732","1-8",162950,0,0
"2733","1-8",163000,0,0
"2734","1-8",163050,0,0
"2735","1-8",163100,0,0
"2736","1-8",163150,0,0
"2737","1-8",163200,0,0
"2738","1-8",163250,0,0
"2739","1-8",163300,0,0
"2740","1-8",163350,0,0
"2741","1-8",163400,0,0
"2742","1-8",163450,0,0
"2743","1-8",163500,0,0
"2744","1-8",163550,0,0
"2745","1-8",163600,0,0
"2746","1-8",163650,0,0
"2747","1-8",163700,0,0
"2748","1-8",163750,0,0
"2749","1-8",163800,0,0
"2750","1-8",163850,0,0
"2751","1-8",163900,0,0
"2752","1-8",163950,0,0
"2753","1-8",164000,0,0
"2754","1-8",164050,0,0
"2755","1-8",164100,0,0
"2756","1-8",164150,0,0
"2757","1-8",164200,0,0
"2758","1-8",164250,0,0
"2759","1-8",164300,0,0
"2760","1-8",164350,0,0
"2761","1-8",164400,0,0
"2762","1-8",164450,0,0
"2763","1-8",164500,0,0
"2764","1-8",164550,0,0
"2765","1-8",164600,0,0
"2766","1-8",164650,0,0
"2767","1-8",164700,0,0
"2768","1-8",164750,0,0
"2769","1-8",164800,0,0
"2770","1-8",164850,0,0
"2771","1-8",164900,0,0
"2772","1-8",164950,0,0
"2773","1-8",165000,0,0
"2774","1-8",165050,0,0
"2775","1-8",165100,0,0
"2776","1-8",165150,0,0
"2777","1-8",165200,0,0
"2778","1-8",165250,0,0
"2779","1-8",165300,0,0
"2780","1-8",165350,0,0
"2781","1-8",165400,0,0
"2782","1-8",165450,0,0
"2783","1-8",165500,0,0
"2784","1-9",148500,285,18.525
"2785","1-9",148550,225,29.25
"2786","1-9",148600,15,1.95
"2787","1-9",148650,15,1.95
"2788","1-9",148700,15,1.95
"2789","1-9",148750,15,1.95
"2790","1-9",148800,15,1.95
"2791","1-9",148850,15,1.95
"2792","1-9",148900,15,1.95
"2793","1-9",148950,15,1.95
"2794","1-9",149000,15,1.95
"2795","1-9",149050,15,1.95
"2796","1-9",149100,15,1.95
"2797","1-9",149150,15,1.95
"2798","1-9",149200,15,1.95
"2799","1-9",149250,15,1.95
"2800","1-9",149300,15,1.95
"2801","1-9",149350,15,1.95
"2802","1-9",149400,15,1.95
"2803","1-9",149450,15,1.95
"2804","1-9",149500,15,1.95
"2805","1-9",149550,15,1.95
"2806","1-9",149600,15,1.95
"2807","1-9",149650,15,1.95
"2808","1-9",149700,15,1.95
"2809","1-9",149750,30,3.9
"2810","1-9",149800,15,1.95
"2811","1-9",149850,15,1.95
"2812","1-9",149900,15,1.95
"2813","1-9",149950,15,1.95
"2814","1-9",150000,15,1.95
"2815","1-9",150050,30,3.9
"2816","1-9",150100,15,1.95
"2817","1-9",150150,15,1.95
"2818","1-9",150200,15,1.95
"2819","1-9",150250,15,1.95
"2820","1-9",150300,30,3.9
"2821","1-9",150350,15,1.95
"2822","1-9",150400,15,1.95
"2823","1-9",150450,15,1.95
"2824","1-9",150500,15,1.95
"2825","1-9",150550,15,1.95
"2826","1-9",150600,15,1.95
"2827","1-9",150650,15,1.95
"2828","1-9",150700,15,1.95
"2829","1-9",150750,15,1.95
"2830","1-9",150800,15,1.95
"2831","1-9",150850,15,1.95
"2832","1-9",150900,15,1.95
"2833","1-9",150950,15,1.95
"2834","1-9",151000,15,1.95
"2835","1-9",151050,15,1.95
"2836","1-9",151100,15,1.95
"2837","1-9",151150,15,1.95
"2838","1-9",151200,15,1.95
"2839","1-9",151250,15,1.95
"2840","1-9",151300,15,1.95
"2841","1-9",151350,15,1.95
"2842","1-9",151400,15,1.95
"2843","1-9",151450,15,1.95
"2844","1-9",151500,15,1.95
"2845","1-9",151550,15,1.95
"2846","1-9",151600,15,1.95
"2847","1-9",151650,15,1.95
"2848","1-9",151700,0,0
"2849","1-9",151750,0,0
"2850","1-9",151800,0,0
"2851","1-9",151850,0,0
"2852","1-9",151900,0,0
"2853","1-9",151950,0,0
"2854","1-9",152000,0,0
"2855","1-9",152050,0,0
"2856","1-9",152100,0,0
"2857","1-9",152150,0,0
"2858","1-9",152200,0,0
"2859","1-9",152250,0,0
"2860","1-9",152300,0,0
"2861","1-9",152350,0,0
"2862","1-9",152400,0,0
"2863","1-9",152450,0,0
"2864","1-9",152500,0,0
"2865","1-9",152550,0,0
"2866","1-9",152600,0,0
"2867","1-9",152650,0,0
"2868","1-9",152700,0,0
"2869","1-9",152750,0,0
"2870","1-9",152800,0,0
"2871","1-9",152850,0,0
"2872","1-9",152900,0,0
"2873","1-9",152950,0,0
"2874","1-9",153000,0,0
"2875","1-9",153050,0,0
"2876","1-9",153100,0,0
"2877","1-9",153150,0,0
"2878","1-9",153200,0,0
"2879","1-9",153250,0,0
"2880","1-9",153300,0,0
"2881","1-9",153350,0,0
"2882","1-9",153400,0,0
"2883","1-9",153450,0,0
"2884","1-9",153500,0,0
"2885","1-9",153550,0,0
"2886","1-9",153600,0,0
"2887","1-9",153650,0,0
"2888","1-9",153700,0,0
"2889","1-9",153750,0,0
"2890","1-9",153800,0,0
"2891","1-9",153850,0,0
"2892","1-9",153900,0,0
"2893","1-9",153950,0,0
"2894","1-9",154000,0,0
"2895","1-9",154050,0,0
"2896","1-9",154100,0,0
"2897","1-9",154150,0,0
"2898","1-9",154200,0,0
"2899","1-9",154250,0,0
"2900","1-9",154300,0,0
"2901","1-9",154350,0,0
"2902","1-9",154400,0,0
"2903","1-9",154450,0,0
"2904","1-9",154500,0,0
"2905",NA,NA,0,0
